사용자질문,추천결과,정답Intent,추천방법,추천근거,정답여부,
문제있는 사업인정을 이유로 실시계획승인무효확인소송 청구한 경우 판례,34,34,cnn,{},TRUE,
법령 악용된 실시계획에 대해 무효확인소송 제기한 경우 판례,34,34,cnn,{},TRUE,
승인요건 미비를 이류로 실시계획승인무효확인소송 청구한 경우의 판례,34,34,cnn,{},TRUE,
조건을 갖추지 못한 실시계획신청을 승인하여 무효확인소송 청구한 판례,34,34,cnn,{},TRUE,
실시계획승인을 고시하지 않았을 때 무효확인소송 구할 수 있는지 여부 관련 판례,34,34,cnn,{},TRUE,
실시계획승인무효확인소송 판례 중 사업계획승인 고시사항에 대한 판례,34,34,cnn,{},TRUE,
사업시행조건을 갖추지 못한 경우 실시계획승인무효확인소송 관련 판례,34,34,cnn,{},TRUE,
실시계획승인무효확인소송에서 강제수용 관련 판례 보여줘,34,34,cnn,{},TRUE,
공공의 이익을 해치는 실시계획승인에 대한 무효확인소송 관련 판례,34,34,cnn,{},TRUE,
이해관계 판단 관련 실시계획승인무효확인소송에 대하 판례,34,34,cnn,{},TRUE,
실시계획승인무효확인소송의 실시계획승인 범위 관련 판례 보여줘,34,34,cnn,{},TRUE,
실시계획승인무효확인소송의 소송대상 범위에 대한 판례 찾아줘,34,34,cnn,{},TRUE,
사업인정 고시 누락에 대한 실시계획승인무효확인소송 관련 대법원 판례,34,34,cnn,{},TRUE,
실시계획승인무효확인소송에서 행정청의 재량권 관련 대법원 판례,34,34,cnn,{},TRUE,
승인요건 불충족을 이유로 한 실시계획승인무효확인소송의 대법원 판례,34,34,cnn,{},TRUE,
미흡된 행정절차를 이유로?실시계획승인무효확인소송한 경우 판례,34,34,cnn,{},TRUE,
절차의 흠결로 실시계획승인무효확인소송한 경우 대법원 판례,34,34,cnn,{},TRUE,
실시계획승인무효확인소송에서 신뢰보호의 원칙에 대해 명시한 판례,34,34,cnn,{},TRUE,
잣을 선물로 받았는데 면세 범위 알려줘요,35,35,cnn,{},TRUE,
인삼 면세한도 무게 알려줄래?,35,35,cnn,{},TRUE,
농림축산물은 면세 규정이 어케 되있어?,35,35,cnn,{},TRUE,
축산물 면세 기준 알켜줘요,35,35,cnn,{},TRUE,
농림물 면세로 가져오려면 얼만큼 가능하냐?,35,35,cnn,{},TRUE,
녹용 얼마까지 사올수있나여,35,35,cnn,{},TRUE,
백삼이나 수삼같은거 수입 가능한가여?,161,35,none,{},FALSE,
축산물 듀티프리 적용되는 범위 먼가요,35,35,cnn,{},TRUE,
버섯류 면세 한도가 어떻게 되?,35,35,cnn,{},TRUE,
꿀도 면세 범위있어?,35,35,cnn,{},TRUE,
더덕류 어디까지 면세 인가여,35,35,cnn,{},TRUE,
참기름도 면세 한도 있어?,35,35,cnn,{},TRUE,
가공하지 않은 농산물은 면세인가요?,35,35,cnn,{},TRUE,
고기류 면세 한도가 얼마까지에요?,44,35,none,{},FALSE,
고사리는 세금 면제 얼만큼만 가능한거야?,35,35,cnn,{},TRUE,
참깨 세금 얼마까지 면제 될까,35,35,cnn,{},TRUE,
상황버섯 면제되는 세액은 얼마야?,35,35,cnn,{},TRUE,
한약재 얼마나 세금 면제됨?,35,35,cnn,{},TRUE,
면세 범위 알려줘 축산물,35,35,cnn,{},TRUE,
한약만드는 재료 면세범위좀,35,35,cnn,{},TRUE,
세관신고시 농림축산물 면세 범주가 어떻게 돼?,35,35,cnn,{},TRUE,
세관신고할때 녹용 면세 범위좀 알려줘,63,35,none,{},FALSE,
인삼 세관신고 면세범위,63,35,none,{},FALSE,
녹용 세관신고 면세범위 알려줄래?,63,35,none,{},FALSE,
어디에 물어봐요? 휠체어리프트서비스,136,36,none,{},FALSE,
장애인콜택시 어떻게 이용해?,75,36,none,{},FALSE,
휠체어 리프트서비스 제공되나요?,36,36,cnn,{},TRUE,
장애인 전용 화장실이 있어?,36,36,cnn,{},TRUE,
공항안내데스크에선 교통약자서비스 제공해주나요?,36,36,cnn,{},TRUE,
공항편의서비스있나요 장애인을 위한,36,36,cnn,{},TRUE,
어떤서비스 이용가능해? 교통약자들이,11,36,none,{},FALSE,
장애인이 편리하게주량주차할수있게 되잇어?,103,36,none,{},FALSE,
교통약자 서비스는 어떤게 있어?,36,36,cnn,{},TRUE,
제공하는 거 뭐야? 교통약자를 위해서,36,36,cnn,{},TRUE,
장애인들이 이용가능한 공항서비스뭔가요,36,36,cnn,{},TRUE,
거동이 불편한사람들을위한 편의서비스 있어?,36,36,cnn,{},TRUE,
인천공항에 교통약자서비스 준비되있니?,36,36,cnn,{},TRUE,
교통약자를 위해 제공되는 서비스는?,36,36,cnn,{},TRUE,
어떤 도움을 받을수있죠?교통약자,36,36,cnn,{},TRUE,
교통약자와 동반시 제공받는 혜택내용,36,36,cnn,{},TRUE,
어떻게 도와주나요 장애인들을?,36,36,cnn,{},TRUE,
어떤내용이야?교통약자 서비스,36,36,cnn,{},TRUE,
장애우들의 편의를 위해 제공하는거 있어요?,36,36,cnn,{},TRUE,
거동이힘든분과 함께 출입국시 도움받을수있는거 있나요?,36,36,cnn,{},TRUE,
공항내 편의서비스 안내해줘요 교통약자를위한,36,36,cnn,{},TRUE,
어떤 과정대로 수행기관 연계 서류제출 요청이 이뤄져?,37,37,cnn,{},TRUE,
수행기관 연계 서류제출 요청은 어느 규정에 나와?,37,37,cnn,{},TRUE,
규정에 명시된 수행기관 연계 서류제출 요청 방법,37,37,cnn,{},TRUE,
무료 수화물은 몇인치까지 가능해?,38,38,cnn,{},TRUE,
공짜 화물 무게 규정 알려주세요,38,38,cnn,{},TRUE,
수화물 무료로 실을수있는 무게 어떻게되니,38,38,cnn,{},TRUE,
얼마 이하여야 무료 수하물이 되나요,38,38,cnn,{},TRUE,
공짜수화물이 되는 조건 알려줘요,38,38,cnn,{},TRUE,
무료수화물 허용량은 항공사 마다 달라?,38,38,cnn,{},TRUE,
미주지역 무료 수화물 기준은 어케되?,38,38,cnn,{},TRUE,
출입국시 무료수하물 규정이 같나요?,38,38,cnn,{},TRUE,
비행기 마다 무료 수화물 기준이 달라요?,38,38,cnn,{},TRUE,
외국항공사 기준과 달라? 공짜 수화물,38,38,cnn,{},TRUE,
무료 수화물은 어디까지 허용되는걸까요?,38,38,cnn,{},TRUE,
수화물 무료로 부칠 수 있는 허용량 알려줘,38,38,cnn,{},TRUE,
공짜로 보내는 수화물 무엇?,38,38,cnn,{},TRUE,
무료로 부칠 수 있는 수하물 크기?,38,38,cnn,{},TRUE,
무료로 인정하는 수화물 무게?,38,38,cnn,{},TRUE,
캐리어 공짜로 보낼 수 있음?,38,38,cnn,{},TRUE,
캐리어 무게 얼마까지 공짜임?,135,38,none,{},FALSE,
캐리어 크기 얼마까지 공짜각?,38,38,cnn,{},TRUE,
수하물 공짜 규정?,38,38,cnn,{},TRUE,
캐리어 맡기는 데 공짜로 보낼 수 있는 건?,38,38,cnn,{},TRUE,
캐리어 공짜로 맡기려면?,38,38,cnn,{},TRUE,
캐리어 무료 규정,38,38,cnn,{},TRUE,
수하물 무료로 보낼 수 있을 때?,38,38,cnn,{},TRUE,
공짜로 수하물 보낼 수 있는 기준은?,38,38,cnn,{},TRUE,
수하물 무료로 보낼 수 있는 캐리어 무엇?,38,38,cnn,{},TRUE,
어떤 수하물을 공짜로 보내주는 거야?,38,38,cnn,{},TRUE,
출입국때 돈 안내고 들고갈수있는 수하물 알려줘,38,38,cnn,{},TRUE,
설비미비로 인한 정전사고 관련 손배상청구권소송에서 청구권한 부정된 판례 찾아줘,39,39,cnn,{},TRUE,
장치불량으로 정전피해 발생 관련 손배상청구권 기각된 판례 변경 사례,39,39,cnn,{},TRUE,
설비하자로 정전사고 발생시 손배상청구권 기각 판결에 불복할 수 있나요?,39,39,cnn,{},TRUE,
장치하자로 발생한 정전피해 관련 손배상청구소송 판결에 대해 항고 기각한 판례,39,39,cnn,{},TRUE,
시설불량으로 정전피해 발생시 손배상청구소송 관련 대법원 판례,39,39,cnn,{},TRUE,
설비미비로 정전사고 발생 관련 손배상청구소송 상고심 기각한 대법원 판례,39,39,cnn,{},TRUE,
설비불량으로 야기된 정전피해에 대한 손배상청구소송의 책임비율 관련 대법원 판례,39,39,cnn,{},TRUE,
장치하자로 발생한 정전사고에 대한 손배상청구권 인용범위 관련 대법원 판례,39,39,cnn,{},TRUE,
시설관리 부주의로 정전피해 발생시 손배상청구소송에서 소멸시효 관련 대법원 판례,39,39,cnn,{},TRUE,
설비관리 부주의로 인한 정전피해에 대한 손배상청구소송에서 권리남용 관련 대법원 판례,39,39,cnn,{},TRUE,
장치불량으로?인한 정전사고에?대한 손배상청구소송에서 배상금 관련 대법원 판례,39,39,cnn,{},TRUE,
설비미비로 정전피해 발생에 대한 손배상청구소송의 손해액 관련 대법원 판례,39,39,cnn,{},TRUE,
설비하자로 인한 정전피해 관련 손배상청구소송에서 불분명한 인과관계 관련 대법원 판례,39,39,cnn,{},TRUE,
장치하자로 발생한 정전사고 관련 손배상청구소송의 보상범위에 대한 대법원 판례,39,39,cnn,{},TRUE,
설비불량을 이유로 정전피해 발생하여 손배상청구소송까지 청구된 경우 판례,39,39,cnn,{},TRUE,
시설미비로 정전사고 발생시 손배상청구소송의 배상의무 관련 대법원 판례,39,39,cnn,{},TRUE,
설비하자에 의한 정전피해 관련 손배상청구권 인용 판결에 불복할 수 있는가?,39,39,cnn,{},TRUE,
시효가 완성된 설비하자로 발생한 정전사고 관련 손배상청구권에 대한 대법원 판례,39,39,cnn,{},TRUE,
설비하자로 인한 정전피해에 대한 손배상청구소송에서 손해액 산정기준 관련 대법원 판례,39,39,cnn,{},TRUE,
청약 신청의 필수 서류 발급 절차가 어떻게 돼?,40,40,cnn,{},TRUE,
청약 신청 시 필수 서류 발급처를 알려줘,40,40,cnn,{},TRUE,
어떻게 필수 서류를 발급받을 수 있을까?,40,40,cnn,{},TRUE,
필수 서류 별로 발급처가 어떻게 돼?,40,40,cnn,{},TRUE,
비영리법인은 가입 못해?,41,41,cnn,{},TRUE,
비영리기관은 가입대상 아니야?,41,41,cnn,{},TRUE,
다른 조건 충족해도 비영리법인이면 신청안되는건가요?,41,41,cnn,{},TRUE,
비영리법인의 직원들은 공제 가입대상자 아닌가요?,41,41,cnn,{},TRUE,
비영리기업이면 청약 신청 불가해요?,41,41,cnn,{},TRUE,
비영리기업도 가입 되는지 알고 싶어요,41,41,cnn,{},TRUE,
유아가?탑승하면?뭐가 제공되나요?,155,42,none,{},FALSE,
비행기에?아이가?탑승하면 어떤?서비스?받을?수?있나요?,42,42,cnn,{},TRUE,
유아 전용 시트?제공하나요?,42,42,cnn,{},TRUE,
아이를 위한?서비스?어떤 게 있는지?알려주세요,42,42,cnn,{},TRUE,
아이?전용?서비스?몇?세 미만?아이에게 제공되나요?,42,42,cnn,{},TRUE,
유소아를 위한?기내서비스가?뭐?있습니까?,42,42,cnn,{},TRUE,
어떤서비스를 제공하나요?유아와 함께?탑승시,42,42,cnn,{},TRUE,
아이들을?위해서?기내에서 해주는 거??알려주세요,42,42,cnn,{},TRUE,
기내서비스?종류?궁금해요??유아탑승시,42,42,cnn,{},TRUE,
유아?탑승하면?장난감도?빌려주나요,42,42,cnn,{},TRUE,
아이가 타면?어떤?장난감이 나오나요,42,42,cnn,{},TRUE,
유아 시트도?대여?가능해,42,42,cnn,{},TRUE,
요람?빌릴?수?있어?,277,42,none,{},FALSE,
해피맘서비스?,74,42,none,{},FALSE,
한가족 서비스가?뭐야,42,42,cnn,{},TRUE,
유아 전용시트있나요?,42,42,cnn,{},TRUE,
베이비 시트?빌릴?수?있어?,277,42,none,{},FALSE,
유아시트?있나요,42,42,cnn,{},TRUE,
요람을?기내에서?사용할 수 있나?,155,42,none,{},FALSE,
어린이 방이 있습니까?,42,42,cnn,{},TRUE,
아기를 동반한 손님이 이용할 수 있는 서비스를 가르치세요.,42,42,cnn,{},TRUE,
제2터미널에 키즈 코너가 있습니까?,18,42,none,{},FALSE,
3세 아동 위한 서비스,36,42,none,{},FALSE,
어린아이들을 위한 서비스 제공해주나요?,42,42,cnn,{},TRUE,
승인 기준에 어긋난 실시계획승인처분에 대한 취소소송 관련 판례,43,43,cnn,{},TRUE,
실시계획 고시의 누락으로 승인처분취소소송 청구한 경우 판례 검색해줘,43,43,cnn,{},TRUE,
실시계획승인처분취소소송의 실시계획승인 고시 사항에 대해 명시한 판례 있나요?,43,43,cnn,{},TRUE,
실시계획승인처분취소소송의 실시계획승인 고시?열람에 관련된 판례 보여줘,43,43,cnn,{},TRUE,
부적법한 실시계획승인처분에 대해 취소소송 청구한 경우의 판례 보기,43,43,cnn,{},TRUE,
실시계획 승인범위에 대해 논한 실시계획승인처분취소소송?대법원 판례 보여주세요,43,43,cnn,{},TRUE,
실시계획승인처분취소 사유를 명시한 소송 관련 판례 찾아줘,43,43,cnn,{},TRUE,
실시계획승인처분취소소송의 청구권 인용한 대법원 판례 알려줘,43,43,cnn,{},TRUE,
실시계획승인기준에 대해 명시한 실시계획승인처분취소소송 대법원 판례 보여주세요,43,43,cnn,{},TRUE,
형평성없는 실시계획승인처분에 대한 취소소송 관련 대법원 판례 보기,43,43,cnn,{},TRUE,
실시계획승인처분취소소송의 재량권에 대해 논한 대법원 판례 찾아줘,43,43,cnn,{},TRUE,
위법한 실시계획승인처분에 대한 취소소송 관련 대법원 판례문 보기,43,43,cnn,{},TRUE,
실시계획승인처분취소소송에서 사업시행자에 대해 논한 대법원 판례 검색해줘,43,43,cnn,{},TRUE,
절차 위반으로 실시계획승인처분에 취소소송 청구한 경우의 판례 알려주세요,43,43,cnn,{},TRUE,
실효된 사업인정을 이유로 제기한?실시계획승인처분취소소송 관련 대법원 판례 찾아주세요,43,43,cnn,{},TRUE,
실시계획승인처분취소소송에서 당사자 능력에 대해 논한 대법원 판례 검색해줘,43,43,cnn,{},TRUE,
이해관계에 대해 판단한 실시계획승인처분취소소송 관련 대법원 판례,43,43,cnn,{},TRUE,
실시계획승인처분취소소송의 소송요건에 대한 판례 중 위헌인 경우는?,43,43,cnn,{},TRUE,
잘못된 실시계획승인처분에 대한 취소소송은 언제든 청구가능한가요?,43,43,cnn,{},TRUE,
가족 합산으로 얼마까지 면세품 면세 되는거야?,44,44,cnn,{},TRUE,
면세품은 최대 얼마까지 세액면제가 되는거야?,44,44,cnn,{},TRUE,
면세품 한 번에 얼마까지 세금 면제 되는건가요?,44,44,cnn,{},TRUE,
면세품 관련 면세액 한도가 얼마죠?,44,44,cnn,{},TRUE,
면세품은 면세 가능한 최대 금액이 얼마인가요?,44,44,cnn,{},TRUE,
면세점 세금 면제 한도 알려주세요,44,44,cnn,{},TRUE,
출국할 때 면세품은 얼마까지 가능한거야?,44,44,cnn,{},TRUE,
면세품은 얼마까지 세액이 면제 되나요?,44,44,cnn,{},TRUE,
면세 범위를 가르치고,63,44,none,{},FALSE,
면세 세액을 가르치고,44,44,cnn,{},TRUE,
세금면제된품목 세액 정보 알려줘,115,44,none,{},FALSE,
세금면제상품 세액 안내 부탁,44,44,cnn,{},TRUE,
면세상품 세액 따로 내야돼?,44,44,cnn,{},TRUE,
면세품 관련 세액 안내해줘,44,44,cnn,{},TRUE,
면세 상품 세금액 안내 필요,44,44,cnn,{},TRUE,
면세품을 얼마까지 구매할수있어?,44,44,cnn,{},TRUE,
면세점에서 산 물건에 세액 안내해줘,44,44,cnn,{},TRUE,
면세점에서 산 물건에 부과되는 세액 안내좀 해줘,44,44,cnn,{},TRUE,
지원기간은 언제까지 지속돼?,45,45,cnn,{},TRUE,
지원기간이 언제까지인지 모르겟어,45,45,cnn,{},TRUE,
내일채움공제 지원 시 지원기간은?,45,45,cnn,{},TRUE,
지원기간이 끝나는 연도는 언제야?,45,45,cnn,{},TRUE,
언제까지 지원기간에 해당돼?,45,45,cnn,{},TRUE,
미리 예치한 보증금의 반환을 청구할 수 있는 소송 판례 보기,46,46,cnn,{},TRUE,
전기공급 관련 설정한 보증금에 대해 환불을 요청하는 소송 판례,46,46,cnn,{},TRUE,
전기요금에 대해 보증금반환소송을 진행한 판례,46,46,cnn,{},TRUE,
보증금반환청구소송 중 전기료와 관련 된 판례,46,46,cnn,{},TRUE,
가정용 전기요금에 대한 보증금반환소송 관련 사례,46,46,cnn,{},TRUE,
전기요금 보증금반환청구소송 중 부당이득에 대해 논한 사례,46,46,cnn,{},TRUE,
전기료 보증금반환소송 중 원고가 승소한 판례,46,46,cnn,{},TRUE,
전기요금에 대한 보증금반환소송 중 원고가 패소한 사례,46,46,cnn,{},TRUE,
영업용 전기공급에 대해 보증금반환소송을 청구한 사례가 있나요?,46,46,cnn,{},TRUE,
보증금반환청구소송 중 미납 전기료에 대해 논한 판례,46,46,cnn,{},TRUE,
임시전력을 사용하는 원고가 보증금반환소송을 청구한 사례,46,46,cnn,{},TRUE,
전기요금 보증금반환소송에서 승소한 사례,46,46,cnn,{},TRUE,
전기요금에 대한 보증금반환소송 중 일부승소한 사례 정리해줘,46,46,cnn,{},TRUE,
전기요금 보증금반환소송에 대한 법원 판결,46,46,cnn,{},TRUE,
가건물 또는 무허가건물 전기사용자의 전기요금 보증금반환청구소송 사례,46,46,cnn,{},TRUE,
요금미납 전력이 있는 사용자가 청구한 전기요금 보증금반환소송 판례,46,46,cnn,{},TRUE,
보증금 납부를 더이상 하지않는 상황에서의 전기료 보증금반환청구소송 사례,46,46,cnn,{},TRUE,
청구결과 전기요즘 보증금 환불을 진행한 소송 판례,46,46,cnn,{},TRUE,
전기료 보증금에 대해 강제반환을 진행한 소송 사례,46,46,cnn,{},TRUE,
임금청구소송의 노동조합법상 근로자에 대한 대법원 판례,47,47,cnn,{},TRUE,
절차상 하자가 있는 임금청구소송에 대한 대법원 판례,47,47,cnn,{},TRUE,
임금청구소송에서 근로기준법상 근로자에 대해 판단한 대법원 입장,47,47,cnn,{},TRUE,
임금청구소송과 병행되는 강제집행에 대한 대법원 판례,47,47,cnn,{},TRUE,
임금청구소송의 내용상 하자에 대한 대법원 판례가 있나요?,47,47,cnn,{},TRUE,
임금차액청구소송에 대한 대법원 관련 판례들,47,47,cnn,{},TRUE,
